Source,Target,Type,Id,Label,Weight,Edge Color
844,464,Directed,398365,,1,
829,464,Directed,398075,,1,
517,464,Directed,396770,,1,
746,464,Directed,395622,,1,
892,464,Directed,395563,,1,
551,464,Directed,391733,,1,
809,464,Directed,390822,,1,
684,464,Directed,387897,,1,
675,466,Directed,394855,,1,
578,466,Directed,387435,,1,
471,527,Directed,384381,,1,
675,472,Directed,394868,,1,
578,472,Directed,387456,,1,
473,476,Directed,388959,,1,
473,570,Directed,388958,,1,
476,473,Directed,385267,,1,
474,779,Directed,390807,,1,
474,916,Directed,390805,,1,
474,584,Directed,390802,,1,
474,594,Directed,390799,,1,
474,772,Directed,390798,,1,
474,539,Directed,390795,,1,
474,605,Directed,390792,,1,
474,551,Directed,390791,,1,
474,514,Directed,390789,,1,
779,474,Directed,399421,,1,
584,474,Directed,396872,,1,
751,474,Directed,396784,,1,
501,474,Directed,396564,,1,
747,474,Directed,395992,,1,
936,474,Directed,395840,,1,
1103,474,Directed,394451,,1,
539,474,Directed,394348,,1,
485,474,Directed,393740,,1,
850,474,Directed,393500,,1,
899,474,Directed,393374,,1,
536,474,Directed,393094,,1,
909,474,Directed,392454,,1,
962,474,Directed,392406,,1,
961,474,Directed,392393,,1,
605,474,Directed,392280,,1,
812,474,Directed,391400,,1,
515,474,Directed,390735,,1,
684,474,Directed,387889,,1,
478,479,Directed,383726,,1,
675,478,Directed,394852,,1,
578,478,Directed,387433,,1,
479,478,Directed,384351,,1,
483,753,Directed,392536,,1,
483,764,Directed,392535,,1,
483,487,Directed,392534,,1,
483,763,Directed,392532,,1,
483,762,Directed,392530,,1,
483,539,Directed,392529,,1,
483,741,Directed,392528,,1,
483,1072,Directed,392526,,1,
483,689,Directed,392522,,1,
483,534,Directed,392521,,1,
826,483,Directed,397791,,1,
764,483,Directed,397573,,1,
763,483,Directed,395389,,1,
745,483,Directed,395331,,1,
539,483,Directed,394365,,1,
1073,483,Directed,394013,,1,
1072,483,Directed,392107,,1,
927,483,Directed,391831,,1,
660,483,Directed,391520,,1,
739,483,Directed,390586,,1,
857,483,Directed,390252,,1,
856,483,Directed,390170,,1,
689,483,Directed,390096,,1,
736,483,Directed,389660,,1,
484,765,Directed,393726,,1,
484,584,Directed,393722,,1,
484,486,Directed,393720,,1,
484,638,Directed,393719,,1,
484,763,Directed,393715,,1,
484,762,Directed,393712,,1,
484,539,Directed,393711,,1,
484,611,Directed,393710,,1,
484,839,Directed,393709,,1,
484,485,Directed,393706,,1,
484,484,Directed,393705,,1,
484,582,Directed,393704,,1,
484,770,Directed,393701,,1,
484,593,Directed,393698,,1,
484,630,Directed,393697,,1,
484,861,Directed,393690,,1,
484,736,Directed,393688,,1,
484,534,Directed,393687,,1,
787,484,Directed,397408,,1,
749,484,Directed,396702,,1,
638,484,Directed,396057,,1,
1056,484,Directed,392005,,1,
660,484,Directed,391538,,1,
736,484,Directed,389667,,1,
485,841,Directed,393772,,1,
485,777,Directed,393771,,1,
485,852,Directed,393770,,1,
485,487,Directed,393769,,1,
485,751,Directed,393766,,1,
485,750,Directed,393765,,1,
485,594,Directed,393763,,1,
485,516,Directed,393762,,1,
485,1111,Directed,393760,,1,
485,763,Directed,393758,,1,
485,539,Directed,393755,,1,
485,611,Directed,393754,,1,
485,538,Directed,393753,,1,
485,712,Directed,393752,,1,
485,652,Directed,393749,,1,
485,582,Directed,393748,,1,
485,770,Directed,393745,,1,
485,581,Directed,393743,,1,
485,739,Directed,393739,,1,
485,689,Directed,393738,,1,
485,736,Directed,393736,,1,
485,534,Directed,393733,,1,
778,485,Directed,399095,,1,
1107,485,Directed,399020,,1,
841,485,Directed,398988,,1,
794,485,Directed,398452,,1,
829,485,Directed,398045,,1,
1024,485,Directed,397768,,1,
752,485,Directed,397662,,1,
801,485,Directed,397624,,1,
1018,485,Directed,397483,,1,
787,485,Directed,397409,,1,
487,485,Directed,397354,,1,
654,485,Directed,397023,,1,
751,485,Directed,396789,,1,
1175,485,Directed,396721,,1,
1173,485,Directed,396667,,1,
653,485,Directed,396435,,1,
1002,485,Directed,396291,,1,
486,485,Directed,396105,,1,
1111,485,Directed,395767,,1,
746,485,Directed,395609,,1,
892,485,Directed,395537,,1,
786,485,Directed,395454,,1,
763,485,Directed,395393,,1,
992,485,Directed,395247,,1,
860,485,Directed,394809,,1,
547,485,Directed,394510,,1,
1103,485,Directed,394464,,1,
539,485,Directed,394380,,1,
839,485,Directed,394267,,1,
978,485,Directed,394234,,1,
791,485,Directed,392579,,1,
962,485,Directed,392413,,1,
605,485,Directed,392300,,1,
867,485,Directed,392233,,1,
581,485,Directed,392211,,1,
1072,485,Directed,392111,,1,
593,485,Directed,392044,,1,
551,485,Directed,391713,,1,
660,485,Directed,391539,,1,
810,485,Directed,390834,,1,
885,485,Directed,390388,,1,
689,485,Directed,390104,,1,
766,485,Directed,389765,,1,
736,485,Directed,389668,,1,
534,485,Directed,387078,,1,
486,778,Directed,396124,,1,
486,584,Directed,396120,,1,
486,594,Directed,396117,,1,
486,638,Directed,396114,,1,
486,786,Directed,396112,,1,
486,539,Directed,396109,,1,
486,712,Directed,396107,,1,
486,605,Directed,396102,,1,
486,515,Directed,396100,,1,
778,486,Directed,399104,,1,
916,486,Directed,399074,,1,
756,486,Directed,398539,,1,
775,486,Directed,398156,,1,
939,486,Directed,397703,,1,
752,486,Directed,397671,,1,
913,486,Directed,397221,,1,
907,486,Directed,397040,,1,
501,486,Directed,396593,,1,
653,486,Directed,396450,,1,
594,486,Directed,396402,,1,
516,486,Directed,396203,,1,
638,486,Directed,396069,,1,
936,486,Directed,395856,,1,
800,486,Directed,395818,,1,
667,486,Directed,393332,,1,
536,486,Directed,393106,,1,
909,486,Directed,392471,,1,
961,486,Directed,392399,,1,
927,486,Directed,391864,,1,
551,486,Directed,391727,,1,
660,486,Directed,391562,,1,
942,486,Directed,390978,,1,
856,486,Directed,390184,,1,
688,486,Directed,390022,,1,
487,841,Directed,397371,,1,
487,518,Directed,397370,,1,
487,794,Directed,397369,,1,
487,764,Directed,397368,,1,
487,654,Directed,397366,,1,
487,1175,Directed,397365,,1,
487,821,Directed,397362,,1,
487,763,Directed,397361,,1,
487,538,Directed,397358,,1,
487,712,Directed,397357,,1,
487,933,Directed,397356,,1,
487,667,Directed,397352,,1,
487,784,Directed,397351,,1,
487,805,Directed,397350,,1,
487,581,Directed,397348,,1,
487,593,Directed,397347,,1,
487,689,Directed,397345,,1,
487,738,Directed,397344,,1,
487,736,Directed,397343,,1,
487,534,Directed,397342,,1,
1146,487,Directed,399263,,1,
834,487,Directed,399247,,1,
841,487,Directed,398996,,1,
794,487,Directed,398467,,1,
831,487,Directed,398293,,1,
829,487,Directed,398083,,1,
828,487,Directed,397868,,1,
801,487,Directed,397639,,1,
764,487,Directed,397581,,1,
825,487,Directed,397547,,1,
874,487,Directed,397268,,1,
654,487,Directed,397032,,1,
1175,487,Directed,396728,,1,
895,487,Directed,396142,,1,
747,487,Directed,396019,,1,
821,487,Directed,395789,,1,
746,487,Directed,395628,,1,
763,487,Directed,395408,,1,
799,487,Directed,395033,,1,
818,487,Directed,394834,,1,
583,487,Directed,394796,,1,
540,487,Directed,394738,,1,
538,487,Directed,394297,,1,
816,487,Directed,394166,,1,
814,487,Directed,394056,,1,
933,487,Directed,393920,,1,
784,487,Directed,393041,,1,
791,487,Directed,392603,,1,
1072,487,Directed,392120,,1,
580,487,Directed,391938,,1,
927,487,Directed,391874,,1,
760,487,Directed,391475,,1,
812,487,Directed,391414,,1,
811,487,Directed,390877,,1,
809,487,Directed,390824,,1,
689,487,Directed,390125,,1,
738,487,Directed,389970,,1,
736,487,Directed,389694,,1,
675,491,Directed,394857,,1,
578,491,Directed,387438,,1,
495,765,Directed,398183,,1,
495,584,Directed,398182,,1,
495,772,Directed,398178,,1,
495,667,Directed,398173,,1,
495,593,Directed,398170,,1,
495,515,Directed,398167,,1,
495,782,Directed,398166,,1,
829,495,Directed,398090,,1,
1136,495,Directed,397565,,1,
501,779,Directed,396621,,1,
501,758,Directed,396616,,1,
501,777,Directed,396614,,1,
501,518,Directed,396613,,1,
501,794,Directed,396611,,1,
501,775,Directed,396610,,1,
501,893,Directed,396609,,1,
501,655,Directed,396607,,1,
501,1020,Directed,396606,,1,
501,677,Directed,396603,,1,
501,517,Directed,396601,,1,
501,1007,Directed,396600,,1,
501,1084,Directed,396598,,1,
501,594,Directed,396597,,1,
501,516,Directed,396594,,1,
501,772,Directed,396590,,1,
501,712,Directed,396584,,1,
501,761,Directed,396583,,1,
501,582,Directed,396581,,1,
501,681,Directed,396579,,1,
501,771,Directed,396577,,1,
501,678,Directed,396576,,1,
501,805,Directed,396575,,1,
501,581,Directed,396571,,1,
501,593,Directed,396570,,1,
501,769,Directed,396568,,1,
501,1054,Directed,396567,,1,
501,760,Directed,396566,,1,
501,514,Directed,396563,,1,
501,768,Directed,396557,,1,
501,629,Directed,396556,,1,
794,501,Directed,398461,,1,
829,501,Directed,398074,,1,
1020,501,Directed,397529,,1,
677,501,Directed,396848,,1,
1007,501,Directed,396760,,1,
681,501,Directed,393552,,1,
678,501,Directed,392971,,1,
675,502,Directed,394856,,1,
578,502,Directed,387436,,1,
503,504,Directed,384038,,1,
504,578,Directed,386607,,1,
675,504,Directed,394882,,1,
578,504,Directed,387469,,1,
508,509,Directed,384158,,1,
514,594,Directed,390723,,1,
514,539,Directed,390720,,1,
514,909,Directed,390719,,1,
514,766,Directed,390718,,1,
778,514,Directed,399085,,1,
794,514,Directed,398444,,1,
893,514,Directed,397871,,1,
663,514,Directed,397180,,1,
677,514,Directed,396833,,1,
517,514,Directed,396763,,1,
594,514,Directed,396392,,1,
516,514,Directed,396184,,1,
892,514,Directed,395517,,1,
935,514,Directed,394904,,1,
742,514,Directed,394019,,1,
535,514,Directed,392630,,1,
791,514,Directed,392559,,1,
770,514,Directed,392541,,1,
1086,514,Directed,392430,,1,
605,514,Directed,392278,,1,
927,514,Directed,391816,,1,
699,514,Directed,391786,,1,
660,514,Directed,391499,,1,
766,514,Directed,389752,,1,
736,514,Directed,389653,,1,
515,775,Directed,390772,,1,
515,655,Directed,390770,,1,
515,913,Directed,390766,,1,
515,517,Directed,390762,,1,
515,786,Directed,390758,,1,
515,745,Directed,390757,,1,
515,712,Directed,390748,,1,
515,761,Directed,390747,,1,
515,678,Directed,390744,,1,
515,593,Directed,390738,,1,
515,769,Directed,390737,,1,
515,689,Directed,390732,,1,
515,534,Directed,390730,,1,
778,515,Directed,399086,,1,
1150,515,Directed,399047,,1,
1107,515,Directed,399014,,1,
802,515,Directed,398689,,1,
1035,515,Directed,398635,,1,
829,515,Directed,398015,,1,
852,515,Directed,397880,,1,
752,515,Directed,397651,,1,
1017,515,Directed,397443,,1,
787,515,Directed,397392,,1,
874,515,Directed,397241,,1,
913,515,Directed,397199,,1,
938,515,Directed,396959,,1,
783,515,Directed,396910,,1,
584,515,Directed,396871,,1,
751,515,Directed,396783,,1,
638,515,Directed,396038,,1,
892,515,Directed,395518,,1,
786,515,Directed,395439,,1,
745,515,Directed,395328,,1,
992,515,Directed,395232,,1,
935,515,Directed,394905,,1,
547,515,Directed,394496,,1,
539,515,Directed,394347,,1,
785,515,Directed,393933,,1,
933,515,Directed,393901,,1,
798,515,Directed,393312,,1,
678,515,Directed,392919,,1,
791,515,Directed,392560,,1,
605,515,Directed,392279,,1,
593,515,Directed,392039,,1,
848,515,Directed,392022,,1,
927,515,Directed,391817,,1,
956,515,Directed,391764,,1,
660,515,Directed,391500,,1,
896,515,Directed,390478,,1,
689,515,Directed,390085,,1,
688,515,Directed,389997,,1,
516,1126,Directed,396216,,1,
516,777,Directed,396215,,1,
516,518,Directed,396214,,1,
516,755,Directed,396213,,1,
516,750,Directed,396208,,1,
516,594,Directed,396205,,1,
516,892,Directed,396201,,1,
516,763,Directed,396199,,1,
516,762,Directed,396196,,1,
516,540,Directed,396195,,1,
516,982,Directed,396193,,1,
516,978,Directed,396192,,1,
516,784,Directed,396188,,1,
779,516,Directed,399445,,1,
1126,516,Directed,399128,,1,
519,516,Directed,398793,,1,
777,516,Directed,398760,,1,
755,516,Directed,398136,,1,
750,516,Directed,396776,,1,
653,516,Directed,396451,,1,
594,516,Directed,396403,,1,
892,516,Directed,395556,,1,
786,516,Directed,395471,,1,
993,516,Directed,395297,,1,
897,516,Directed,395048,,1,
982,516,Directed,394591,,1,
978,516,Directed,394243,,1,
681,516,Directed,393551,,1,
784,516,Directed,393035,,1,
741,516,Directed,392763,,1,
791,516,Directed,392595,,1,
927,516,Directed,391865,,1,
551,516,Directed,391728,,1,
660,516,Directed,391565,,1,
896,516,Directed,390502,,1,
689,516,Directed,390122,,1,
766,516,Directed,389780,,1,
517,594,Directed,396768,,1,
535,517,Directed,392671,,1,
518,777,Directed,398554,,1,
518,763,Directed,398553,,1,
518,927,Directed,398551,,1,
794,518,Directed,398469,,1,
755,518,Directed,398138,,1,
829,518,Directed,398097,,1,
654,518,Directed,397034,,1,
746,518,Directed,395633,,1,
892,518,Directed,395578,,1,
763,518,Directed,395414,,1,
985,518,Directed,394782,,1,
982,518,Directed,394603,,1,
1103,518,Directed,394486,,1,
539,518,Directed,394432,,1,
839,518,Directed,394278,,1,
742,518,Directed,394044,,1,
537,518,Directed,393893,,1,
1121,518,Directed,393594,,1,
605,518,Directed,392340,,1,
1056,518,Directed,392015,,1,
929,518,Directed,391978,,1,
927,518,Directed,391881,,1,
942,518,Directed,390986,,1,
811,518,Directed,390881,,1,
896,518,Directed,390512,,1,
689,518,Directed,390132,,1,
766,518,Directed,389793,,1,
736,518,Directed,389702,,1,
519,777,Directed,398800,,1,
519,899,Directed,398784,,1,
519,771,Directed,398783,,1,
519,1068,Directed,398782,,1,
519,551,Directed,398778,,1,
519,534,Directed,398772,,1,
777,519,Directed,398767,,1,
802,519,Directed,398730,,1,
787,519,Directed,397434,,1,
913,519,Directed,397235,,1,
1050,519,Directed,397095,,1,
746,519,Directed,395634,,1,
933,519,Directed,393924,,1,
859,519,Directed,393277,,1,
535,519,Directed,392682,,1,
770,519,Directed,392545,,1,
909,519,Directed,392479,,1,
605,519,Directed,392341,,1,
867,519,Directed,392249,,1,
1072,519,Directed,392126,,1,
1079,519,Directed,392091,,1,
593,519,Directed,392059,,1,
929,519,Directed,391979,,1,
942,519,Directed,390987,,1,
861,519,Directed,390215,,1,
689,519,Directed,390134,,1,
738,519,Directed,389984,,1,
736,519,Directed,389704,,1,
534,519,Directed,387084,,1,
520,521,Directed,384238,,1,
859,520,Directed,393268,,1,
521,520,Directed,384249,,1,
527,571,Directed,388325,,1,
571,527,Directed,384822,,1,
534,663,Directed,387083,,1,
778,534,Directed,399078,,1,
841,534,Directed,398983,,1,
898,534,Directed,398860,,1,
777,534,Directed,398739,,1,
829,534,Directed,398003,,1,
632,534,Directed,397941,,1,
663,534,Directed,397179,,1,
999,534,Directed,395954,,1,
892,534,Directed,395509,,1,
991,534,Directed,395187,,1,
897,534,Directed,395037,,1,
539,534,Directed,394329,,1,
712,534,Directed,394167,,1,
742,534,Directed,394014,,1,
785,534,Directed,393929,,1,
849,534,Directed,393444,,1,
859,534,Directed,393269,,1,
784,534,Directed,393003,,1,
1090,534,Directed,392810,,1,
535,534,Directed,392625,,1,
605,534,Directed,392260,,1,
769,534,Directed,391619,,1,
812,534,Directed,391396,,1,
809,534,Directed,390811,,1,
894,534,Directed,390451,,1,
890,534,Directed,390413,,1,
885,534,Directed,390385,,1,
864,534,Directed,390323,,1,
879,534,Directed,390291,,1,
861,534,Directed,390194,,1,
856,534,Directed,390160,,1,
736,534,Directed,389639,,1,
535,1044,Directed,392690,,1,
535,778,Directed,392688,,1,
535,758,Directed,392687,,1,
535,833,Directed,392686,,1,
535,898,Directed,392684,,1,
535,802,Directed,392681,,1,
535,775,Directed,392680,,1,
535,632,Directed,392679,,1,
535,753,Directed,392678,,1,
535,824,Directed,392676,,1,
535,584,Directed,392673,,1,
535,1010,Directed,392672,,1,
535,594,Directed,392668,,1,
535,871,Directed,392666,,1,
535,786,Directed,392664,,1,
535,982,Directed,392660,,1,
535,981,Directed,392659,,1,
535,539,Directed,392658,,1,
535,611,Directed,392657,,1,
535,839,Directed,392656,,1,
535,761,Directed,392655,,1,
535,537,Directed,392653,,1,
535,582,Directed,392651,,1,
535,899,Directed,392649,,1,
535,536,Directed,392647,,1,
535,1068,Directed,392645,,1,
535,784,Directed,392644,,1,
535,965,Directed,392642,,1,
535,805,Directed,392640,,1,
535,630,Directed,392637,,1,
535,551,Directed,392636,,1,
535,769,Directed,392635,,1,
535,733,Directed,392634,,1,
535,810,Directed,392633,,1,
535,809,Directed,392632,,1,
535,910,Directed,392631,,1,
535,739,Directed,392628,,1,
535,896,Directed,392627,,1,
535,557,Directed,392623,,1,
898,535,Directed,398866,,1,
1020,535,Directed,397520,,1,
917,535,Directed,396982,,1,
1010,535,Directed,396819,,1,
749,535,Directed,396698,,1,
1173,535,Directed,396665,,1,
1111,535,Directed,395760,,1,
786,535,Directed,395449,,1,
985,535,Directed,394753,,1,
982,535,Directed,394571,,1,
539,535,Directed,394366,,1,
839,535,Directed,394263,,1,
785,535,Directed,393942,,1,
537,535,Directed,393874,,1,
1068,535,Directed,393053,,1,
791,535,Directed,392569,,1,
927,535,Directed,391833,,1,
551,535,Directed,391706,,1,
896,535,Directed,390487,,1,
864,535,Directed,390330,,1,
689,535,Directed,390097,,1,
557,535,Directed,384618,,1,
536,778,Directed,393115,,1,
536,893,Directed,393114,,1,
536,907,Directed,393111,,1,
536,584,Directed,393110,,1,
536,1084,Directed,393108,,1,
536,594,Directed,393107,,1,
536,630,Directed,393098,,1,
536,812,Directed,393096,,1,
757,536,Directed,398606,,1,
752,536,Directed,397660,,1,
892,536,Directed,395533,,1,
652,536,Directed,393778,,1,
850,536,Directed,393505,,1,
546,536,Directed,392712,,1,
864,536,Directed,390333,,1,
545,536,Directed,384504,,1,
537,763,Directed,393888,,1,
537,539,Directed,393886,,1,
537,611,Directed,393885,,1,
537,538,Directed,393884,,1,
537,839,Directed,393883,,1,
537,712,Directed,393882,,1,
537,933,Directed,393880,,1,
537,886,Directed,393878,,1,
537,741,Directed,393875,,1,
537,807,Directed,393872,,1,
754,537,Directed,398113,,1,
749,537,Directed,396703,,1,
1111,537,Directed,395769,,1,
763,537,Directed,395395,,1,
933,537,Directed,393912,,1,
741,537,Directed,392751,,1,
660,537,Directed,391542,,1,
811,537,Directed,390869,,1,
807,537,Directed,390054,,1,
538,841,Directed,394299,,1,
538,895,Directed,394295,,1,
538,745,Directed,394293,,1,
538,772,Directed,394292,,1,
538,762,Directed,394291,,1,
538,539,Directed,394290,,1,
538,712,Directed,394289,,1,
538,678,Directed,394286,,1,
538,605,Directed,394283,,1,
538,846,Directed,394282,,1,
538,689,Directed,394281,,1,
538,736,Directed,394280,,1,
841,538,Directed,398989,,1,
844,538,Directed,398349,,1,
895,538,Directed,396136,,1,
892,538,Directed,395544,,1,
745,538,Directed,395340,,1,
987,538,Directed,395057,,1,
539,538,Directed,394386,,1,
798,538,Directed,393323,,1,
784,538,Directed,393028,,1,
678,538,Directed,392952,,1,
605,538,Directed,392308,,1,
927,538,Directed,391849,,1,
660,538,Directed,391546,,1,
894,538,Directed,390461,,1,
689,538,Directed,390109,,1,
539,779,Directed,394441,,1,
539,1044,Directed,394439,,1,
539,778,Directed,394436,,1,
539,898,Directed,394435,,1,
539,802,Directed,394433,,1,
539,844,Directed,394431,,1,
539,631,Directed,394430,,1,
539,765,Directed,394429,,1,
539,775,Directed,394428,,1,
539,755,Directed,394427,,1,
539,852,Directed,394426,,1,
539,1026,Directed,394425,,1,
539,827,Directed,394424,,1,
539,1137,Directed,394423,,1,
539,943,Directed,394421,,1,
539,752,Directed,394420,,1,
539,1022,Directed,394419,,1,
539,655,Directed,394418,,1,
539,764,Directed,394417,,1,
539,1136,Directed,394416,,1,
539,1016,Directed,394414,,1,
539,913,Directed,394413,,1,
539,793,Directed,394410,,1,
539,584,Directed,394409,,1,
539,1006,Directed,394406,,1,
539,594,Directed,394405,,1,
539,638,Directed,394404,,1,
539,999,Directed,394403,,1,
539,998,Directed,394400,,1,
539,745,Directed,394397,,1,
539,762,Directed,394393,,1,
539,897,Directed,394392,,1,
539,840,Directed,394389,,1,
539,611,Directed,394387,,1,
539,712,Directed,394385,,1,
539,743,Directed,394384,,1,
539,1102,Directed,394383,,1,
539,582,Directed,394379,,1,
539,850,Directed,394377,,1,
539,883,Directed,394376,,1,
539,667,Directed,394375,,1,
539,843,Directed,394372,,1,
539,784,Directed,394371,,1,
539,678,Directed,394370,,1,
539,741,Directed,394369,,1,
539,930,Directed,394361,,1,
539,630,Directed,394360,,1,
539,580,Directed,394359,,1,
539,959,Directed,394358,,1,
539,949,Directed,394353,,1,
539,920,Directed,394350,,1,
539,810,Directed,394349,,1,
539,908,Directed,394345,,1,
539,846,Directed,394343,,1,
539,896,Directed,394342,,1,
539,890,Directed,394341,,1,
539,864,Directed,394340,,1,
539,587,Directed,394339,,1,
539,768,Directed,394337,,1,
539,629,Directed,394336,,1,
539,684,Directed,394330,,1,
779,539,Directed,399440,,1,
1044,539,Directed,399273,,1,
778,539,Directed,399098,,1,
916,539,Directed,399071,,1,
1107,539,Directed,399022,,1,
898,539,Directed,398867,,1,
1035,539,Directed,398644,,1,
794,539,Directed,398456,,1,
844,539,Directed,398351,,1,
1030,539,Directed,398279,,1,
775,539,Directed,398152,,1,
829,539,Directed,398054,,1,
852,539,Directed,397895,,1,
893,539,Directed,397873,,1,
827,539,Directed,397841,,1,
826,539,Directed,397800,,1,
752,539,Directed,397664,,1,
801,539,Directed,397629,,1,
655,539,Directed,397591,,1,
1018,539,Directed,397487,,1,
1144,539,Directed,397460,,1,
913,539,Directed,397211,,1,
654,539,Directed,397024,,1,
917,539,Directed,396989,,1,
938,539,Directed,396967,,1,
751,539,Directed,396792,,1,
749,539,Directed,396704,,1,
1006,539,Directed,396520,,1,
653,539,Directed,396441,,1,
594,539,Directed,396400,,1,
895,539,Directed,396137,,1,
747,539,Directed,396006,,1,
999,539,Directed,395964,,1,
936,539,Directed,395851,,1,
746,539,Directed,395614,,1,
786,539,Directed,395458,,1,
745,539,Directed,395341,,1,
992,539,Directed,395251,,1,
991,539,Directed,395205,,1,
762,539,Directed,395079,,1,
897,539,Directed,395043,,1,
985,539,Directed,394765,,1,
982,539,Directed,394579,,1,
744,539,Directed,394195,,1,
933,539,Directed,393914,,1,
652,539,Directed,393779,,1,
899,539,Directed,393379,,1,
667,539,Directed,393330,,1,
784,539,Directed,393030,,1,
678,539,Directed,392953,,1,
741,539,Directed,392753,,1,
791,539,Directed,392584,,1,
1086,539,Directed,392435,,1,
605,539,Directed,392309,,1,
930,539,Directed,392193,,1,
580,539,Directed,391931,,1,
927,539,Directed,391850,,1,
955,539,Directed,391754,,1,
551,539,Directed,391717,,1,
660,539,Directed,391547,,1,
891,539,Directed,391392,,1,
949,539,Directed,391371,,1,
651,539,Directed,390928,,1,
920,539,Directed,390851,,1,
810,539,Directed,390837,,1,
846,539,Directed,390522,,1,
896,539,Directed,390496,,1,
808,539,Directed,390445,,1,
890,539,Directed,390426,,1,
864,539,Directed,390337,,1,
790,539,Directed,389845,,1,
766,539,Directed,389769,,1,
684,539,Directed,387894,,1,
1168,540,Directed,398483,,1,
783,540,Directed,396919,,1,
1010,540,Directed,396823,,1,
975,540,Directed,394151,,1,
784,540,Directed,393031,,1,
551,540,Directed,391719,,1,
809,540,Directed,390818,,1,
675,541,Directed,394864,,1,
625,541,Directed,390394,,1,
578,541,Directed,387446,,1,
545,547,Directed,384505,,1,
545,546,Directed,384503,,1,
953,546,Directed,391610,,1,
547,778,Directed,394527,,1,
547,844,Directed,394525,,1,
547,655,Directed,394524,,1,
547,584,Directed,394519,,1,
547,839,Directed,394512,,1,
547,582,Directed,394509,,1,
547,667,Directed,394506,,1,
547,805,Directed,394503,,1,
547,866,Directed,394499,,1,
844,547,Directed,398353,,1,
678,547,Directed,392954,,1,
660,547,Directed,391548,,1,
548,549,Directed,384568,,1,
549,557,Directed,387151,,1,
551,777,Directed,391741,,1,
551,1060,Directed,391740,,1,
551,1024,Directed,391739,,1,
551,1070,Directed,391737,,1,
551,1010,Directed,391735,,1,
551,749,Directed,391732,,1,
551,594,Directed,391730,,1,
551,747,Directed,391726,,1,
551,772,Directed,391724,,1,
551,993,Directed,391723,,1,
551,933,Directed,391715,,1,
551,681,Directed,391711,,1,
551,843,Directed,391709,,1,
551,1068,Directed,391708,,1,
551,909,Directed,391705,,1,
551,929,Directed,391701,,1,
551,812,Directed,391699,,1,
551,739,Directed,391696,,1,
551,846,Directed,391695,,1,
551,890,Directed,391694,,1,
551,861,Directed,391691,,1,
779,551,Directed,399427,,1,
1042,551,Directed,399229,,1,
777,551,Directed,398745,,1,
831,551,Directed,398284,,1,
670,551,Directed,398124,,1,
829,551,Directed,398025,,1,
1026,551,Directed,397852,,1,
1024,551,Directed,397760,,1,
801,551,Directed,397609,,1,
1136,551,Directed,397554,,1,
1070,551,Directed,397139,,1,
1050,551,Directed,397084,,1,
938,551,Directed,396962,,1,
783,551,Directed,396912,,1,
677,551,Directed,396837,,1,
1010,551,Directed,396817,,1,
1006,551,Directed,396513,,1,
1004,551,Directed,396478,,1,
747,551,Directed,395995,,1,
772,551,Directed,395310,,1,
993,551,Directed,395281,,1,
1103,551,Directed,394453,,1,
976,551,Directed,394157,,1,
742,551,Directed,394023,,1,
785,551,Directed,393936,,1,
933,551,Directed,393905,,1,
681,551,Directed,393529,,1,
904,551,Directed,393359,,1,
1068,551,Directed,393051,,1,
741,551,Directed,392741,,1,
791,551,Directed,392565,,1,
770,551,Directed,392542,,1,
909,551,Directed,392458,,1,
867,551,Directed,392223,,1,
1072,551,Directed,392104,,1,
929,551,Directed,391955,,1,
927,551,Directed,391826,,1,
660,551,Directed,391512,,1,
812,551,Directed,391401,,1,
810,551,Directed,390828,,1,
890,551,Directed,390419,,1,
861,551,Directed,390201,,1,
675,557,Directed,394865,,1,
857,557,Directed,390237,,1,
578,557,Directed,387449,,1,
1146,562,Directed,399251,,1,
675,562,Directed,394883,,1,
650,562,Directed,387987,,1,
578,562,Directed,387475,,1,
578,572,Directed,387453,,1,
578,675,Directed,387495,,1,
578,674,Directed,387493,,1,
578,596,Directed,387487,,1,
578,673,Directed,387481,,1,
578,595,Directed,387472,,1,
578,635,Directed,387465,,1,
675,578,Directed,394884,,1,
674,578,Directed,391381,,1,
596,578,Directed,389044,,1,
580,778,Directed,391943,,1,
580,844,Directed,391941,,1,
580,753,Directed,391940,,1,
580,594,Directed,391935,,1,
580,982,Directed,391932,,1,
580,611,Directed,391930,,1,
580,839,Directed,391929,,1,
580,1075,Directed,391928,,1,
580,652,Directed,391926,,1,
580,582,Directed,391925,,1,
580,883,Directed,391924,,1,
580,805,Directed,391922,,1,
580,593,Directed,391920,,1,
580,738,Directed,391916,,1,
844,580,Directed,398329,,1,
749,580,Directed,396696,,1,
883,580,Directed,393342,,1,
738,580,Directed,389937,,1,
581,594,Directed,392213,,1,
898,581,Directed,398863,,1,
801,581,Directed,397611,,1,
1003,581,Directed,396304,,1,
786,581,Directed,395445,,1,
799,581,Directed,395027,,1,
818,581,Directed,394824,,1,
742,581,Directed,394025,,1,
1048,581,Directed,391337,,1,
582,1109,Directed,393682,,1,
582,777,Directed,393681,,1,
582,1000,Directed,393678,,1,
941,582,Directed,399469,,1,
779,582,Directed,399435,,1,
1038,582,Directed,398893,,1,
802,582,Directed,398705,,1,
756,582,Directed,398528,,1,
1168,582,Directed,398480,,1,
844,582,Directed,398343,,1,
875,582,Directed,398197,,1,
754,582,Directed,398112,,1,
829,582,Directed,398044,,1,
